Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,316,3966,,,8%,68%,24%,-10.0,-12.3,76,66,112,227,0,38,0,353,111,16,110
2 seasons,,LAL,NBA,,123,1284,,,5%,90%,4%,-8.1,-18.0,29,19,36,80,0,12,0,139,33,5,45
1 season,,LAC,NBA,,64,1228,,,,41%,59%,-14.0,-8.2,22,16,27,77,0,8,0,99,35,5,27
1 season,,ATL,NBA,,54,653,,,10%,83%,7%,-8.8,-9.5,12,16,25,44,0,13,0,47,21,3,17
1 season,,DAL,NBA,,37,429,,3%,37%,60%,1%,+1.3,-5.9,4,7,11,26,0,4,0,20,22,1,9
1 season,,GSW,NBA,,30,289,,,4%,65%,31%,-18.3,-19.1,8,7,9,27,0,4,0,42,13,2,7
1 season,,IND,NBA,,7,64,,,,65%,35%,-22.0,-19.3,1,1,3,14,0,3,0,6,3,0,3
1 season,,HOU,NBA,,1,19,,,,21%,79%,-18.9,-23.9,0,0,1,0,0,1,0,0,0,0,2
