Player,Sim,1,2,3,4,5,6,7,8
Gorgui Dieng,,5.9,4.9,2.2,,,,,
Steven Adams,84.0,6.5,4.1,2.9,,,,,
Bob Houbregs,83.8,6.9,4.5,2.8,0.2,,,,
Skip Thoren,83.1,7.0,4.4,1.6,,,,,
Bismack Biyombo,74.1,5.9,4.0,3.2,1.4,0.6,,,
Manny Leaks,72.7,7.3,5.2,1.1,0.8,0.2,-0.2,,
Timofey Mozgov,72.5,5.7,4.5,3.7,1.1,0.7,0.6,,
Primoz Brezec,72.3,4.9,4.6,0.7,0.3,0.2,0.1,0.1,0.0
Bill McGill,69.9,7.1,4.6,3.1,2.2,-0.1,,,
Joe Strawder,69.2,4.3,3.6,3.0,,,,,
Melvin Turpin,67.7,6.0,3.1,2.1,1.8,0.8,,,
