Player,Sim,1,2,3
Gorgui Dieng,,5.9,4.9,2.2
LaSalle Thompson,94.2,5.3,4.9,2.3
James Donaldson,94.0,5.6,5.1,2.5
Nikola Vucevic,91.5,5.7,4.4,1.8
Nenad Krstic,90.0,5.4,4.4,1.9
Steve Stipanovich,89.4,5.9,5.0,3.6
Neal Walk,88.5,7.1,5.1,2.1
Jim Chones,88.4,6.2,5.8,2.6
Connie Simmons,86.9,6.1,5.3,1.1
Rick Mahorn,86.8,6.2,5.9,1.8
Elmore Smith,85.6,5.9,3.9,1.5
