Season,Team,Lg,Salary
2013-14,Minnesota Timberwolves,NBA,"$1,352,640"
2014-15,Minnesota Timberwolves,NBA,"$1,413,480"
2015-16,Minnesota Timberwolves,NBA,"$1,474,440"
