Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,24,GSW,NBA,SG,1,1,19:43,2,11,.182,1,9,.111,2,2,1.000,1,4,6,0,0,0,0,7
2015-16,25,GSW,NBA,SG,1,0,21:05,3,11,.273,3,10,.300,0,0,,1,2,2,1,0,0,0,9
2016-17,26,GSW,,SG,,0,,,,,,,,,,,,,,,,,,
