Season,Team,Lg,Salary
2011-12,Golden State Warriors,NBA,"$2,126,520"
2012-13,Golden State Warriors,NBA,"$2,286,000"
2013-14,Golden State Warriors,NBA,"$2,317,920"
2014-15,Golden State Warriors,NBA,"$3,075,880"
2015-16,Golden State Warriors,NBA,"$15,500,000"
