3-Pt Field Goal Attempts
2012-13 NBA 526 (3rd)
2013-14 NBA 535 (3rd)
2014-15 NBA 545 (5th)
2015-16 NBA 650 (3rd)
2016-17 NBA 376 (7th)
Career NBA 2900 (81st)
Career 2900 (81st)
