Season,Team,Lg,Salary
2012-13,Orlando Magic,NBA,"$788,872"
2013-14,Orlando Magic,NBA,"$788,872"
2014-15,Orlando Magic,NBA,"$915,243"
2015-16,New York Knicks,NBA,"$3,750,000"
