Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2002-03,23,PHI,NBA,PG,64,1,504,5.0,12.1,.414,1.0,3.2,.323,4.0,8.9,.447,2.7,3.6,.743,1.7,4.5,6.1,4.9,1.8,0.6,3.0,5.5,13.7,,99,105
2003-04,24,PHI,NBA,SG,77,24,1603,5.5,14.2,.387,1.7,5.0,.340,3.8,9.1,.413,2.4,3.1,.772,1.3,5.4,6.7,4.6,2.1,0.5,2.6,4.1,15.1,,98,103
2004-05,25,PHI,NBA,SG,58,8,993,4.3,10.7,.405,1.6,4.6,.341,2.7,6.1,.454,1.8,2.4,.729,0.6,5.5,6.2,5.8,2.0,0.7,2.6,4.7,12.0,,100,105
2005-06,26,PHI,NBA,SG,82,24,2059,5.5,13.1,.420,0.7,2.2,.299,4.9,10.9,.445,3.9,5.0,.775,1.2,4.3,5.5,5.6,1.8,0.3,3.1,4.5,15.6,,100,110
2006-07,27,SAC,NBA,SG,79,19,2135,5.6,12.3,.456,0.9,2.7,.357,4.6,9.6,.484,3.8,4.8,.779,1.1,5.1,6.3,6.0,1.7,0.6,2.8,4.2,15.9,,108,109
2007-08,28,SAC,NBA,SG,81,41,2517,7.7,16.1,.477,0.8,2.4,.325,6.9,13.7,.504,4.3,5.2,.823,1.5,5.5,7.0,4.2,1.9,0.6,3.4,3.4,20.4,,106,110
2008-09,29,TOT,NBA,SF,79,74,2959,8.9,18.9,.472,2.2,5.2,.417,6.7,13.7,.493,5.0,6.0,.830,1.0,4.7,5.8,4.3,1.4,0.4,2.9,3.1,25.0,,113,115
2008-09,29,SAC,NBA,SF,53,53,1980,9.0,19.1,.472,2.0,4.7,.418,7.0,14.4,.489,4.9,6.0,.823,1.1,4.6,5.7,5.0,1.5,0.2,3.1,3.1,25.0,,111,116
2008-09,29,CHI,NBA,SF,26,21,979,8.7,18.4,.473,2.6,6.2,.415,6.1,12.2,.502,5.1,6.1,.843,0.8,5.1,5.9,2.8,1.3,0.8,2.3,3.2,25.1,,117,111
2009-10,30,TOT,NBA,SG,81,56,2824,8.0,18.2,.441,2.2,5.7,.382,5.9,12.5,.468,4.6,5.6,.830,0.6,4.3,5.0,4.1,1.8,0.5,2.3,3.0,22.9,,110,106
2009-10,30,CHI,NBA,SG,51,28,1695,7.0,16.7,.420,2.2,5.8,.380,4.8,10.8,.441,3.5,4.5,.789,0.5,4.7,5.3,3.8,2.0,0.7,2.1,3.1,19.7,,106,106
2009-10,30,MIL,NBA,SG,30,28,1129,9.6,20.5,.467,2.1,5.4,.385,7.5,15.1,.497,6.4,7.3,.867,0.8,3.7,4.5,4.5,1.6,0.2,2.5,3.0,27.6,,116,106
2010-11,31,MIL,NBA,SG,73,70,2554,7.8,18.8,.415,1.7,4.6,.379,6.1,14.2,.427,4.1,5.0,.813,0.6,5.0,5.6,5.3,1.5,0.6,2.9,3.3,21.4,,101,105
2011-12,32,SAC,NBA,SF,46,32,1250,5.7,14.0,.409,1.3,4.5,.295,4.4,9.4,.464,1.2,1.8,.644,0.8,4.6,5.4,3.8,1.5,0.3,1.8,3.1,14.0,,99,112
2012-13,33,SAC,NBA,SF,76,72,2278,5.5,13.8,.399,2.2,6.0,.371,3.3,7.8,.420,1.9,2.5,.773,0.7,3.9,4.7,5.1,1.1,0.6,1.9,3.2,15.1,,106,115
2013-14,34,TOT,NBA,SG-SF,78,8,1726,4.5,12.4,.363,1.9,4.9,.387,2.6,7.5,.348,1.2,1.6,.769,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,,100,108
2013-14,34,SAC,NBA,SF,18,8,445,4.7,13.4,.350,1.8,4.8,.381,2.9,8.6,.333,0.8,0.8,1.000,0.9,4.3,5.3,5.0,1.4,0.9,1.6,3.7,12.0,,99,111
2013-14,34,TOR,NBA,SG,60,0,1281,4.4,12.1,.368,1.9,4.9,.388,2.5,7.1,.354,1.3,1.8,.733,0.5,4.3,4.8,4.2,1.4,0.4,1.6,3.8,12.2,,100,108
2014-15,35,NOP,NBA,SF,21,0,270,3.1,9.3,.333,1.6,5.1,.308,1.6,4.3,.364,0.4,0.8,.500,0.8,3.3,4.1,2.5,1.8,0.8,1.0,4.9,8.2,,94,110
