Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,23,PHI,NBA,PG,64,504,45%,14%,37%,3%,1%,+3.7,+1.4,18,4,7,20,,2,,98,14,1,14
2003-04,24,PHI,NBA,SG,77,1603,,50%,45%,4%,,-2.3,+0.5,44,24,9,51,,3,,294,31,5,23
2004-05,25,PHI,NBA,SG,58,993,,48%,51%,,,-4.6,-4.9,27,9,15,48,,5,,260,21,8,18
2005-06,26,PHI,NBA,SG,82,2059,1%,77%,20%,1%,,-4.5,-5.3,52,37,36,84,,10,,500,91,21,59
2006-07,27,SAC,NBA,SG,79,2135,,44%,48%,8%,,-4.1,-4.7,46,36,37,82,,13,,578,86,20,46
2007-08,28,SAC,NBA,SG,81,2517,,47%,44%,9%,,-5.3,-7.9,67,49,54,103,,19,,486,128,42,87
2008-09,29,TOT,NBA,SF,79,2959,,12%,81%,7%,,-7.5,-4.3,63,63,39,0,,0,,561,0,45,93
2008-09,29,SAC,NBA,SF,53,1980,,15%,76%,9%,,-11.6,-4.2,48,44,30,68,,10,,439,109,25,61
2008-09,29,CHI,NBA,SF,26,979,,5%,91%,4%,,+0.7,+1.2,15,19,9,33,,2,,122,54,20,32
2009-10,30,TOT,NBA,SG,81,2824,,63%,36%,1%,,+2.9,+4.1,59,33,31,0,,0,,510,0,32,82
2009-10,30,CHI,NBA,SG,51,1695,,68%,32%,,,-0.9,+1.1,33,19,18,59,,6,,272,63,14,35
2009-10,30,MIL,NBA,SG,30,1129,,55%,43%,2%,,+8.8,+9.4,26,14,13,31,,7,,238,69,18,47
2010-11,31,MIL,NBA,SG,73,2554,,87%,11%,2%,,-1.1,-0.6,65,32,40,78,,10,,597,102,16,56
2011-12,32,SAC,NBA,SF,46,1250,,2%,90%,8%,,-8.3,-3.7,26,14,5,52,,0,,211,18,3,19
2012-13,33,SAC,NBA,SF,76,2278,,4%,91%,6%,,-0.9,+10.6,41,29,15,84,,4,6,508,47,10,31
2013-14,34,TOT,NBA,SG-SF,78,1726,,42%,57%,1%,,-0.0,-0.3,30,13,11,0,0,0,0,349,0,2,26
2013-14,34,SAC,NBA,SF,18,445,,7%,91%,2%,,-6.4,-3.7,9,2,3,18,0,1,1,103,2,1,7
2013-14,34,TOR,NBA,SG,60,1281,,55%,45%,,,+2.2,-2.2,21,11,8,48,2,1,4,246,17,1,19
2014-15,35,NOP,NBA,SF,21,270,,47%,53%,,,-12.1,-14.5,3,2,0,20,1,0,0,29,1,0,0
