Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2000-01,23,SEA,NBA,SF,78,1522,10.5,.483,.153,.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,,1.0,0.8,1.7,.055,,-1.9,-1.1,-3.0,-0.4
2001-02,24,SEA,NBA,SF,75,2420,13.4,.533,.077,.308,4.6,12.4,8.6,6.7,1.5,0.8,10.6,18.8,,3.0,1.6,4.7,.093,,-0.9,-0.7,-1.6,0.3
2002-03,25,TOT,NBA,SF,80,2763,15.2,.502,.071,.278,6.5,15.9,11.1,10.2,1.3,0.9,9.2,21.3,,3.3,1.9,5.2,.090,,-0.5,-0.6,-1.1,0.6
2002-03,25,SEA,NBA,SF,52,1811,14.2,.490,.082,.271,5.6,16.3,10.9,9.3,1.4,0.9,9.0,21.3,,1.5,1.7,3.1,.083,,-1.2,-0.2,-1.4,0.3
2002-03,25,MIL,NBA,SF,28,952,16.9,.525,.049,.291,8.1,15.1,11.6,12.1,1.1,0.9,9.4,21.3,,1.8,0.3,2.0,.103,,0.9,-1.5,-0.6,0.3
2003-04,26,MIL,NBA,SF,82,2534,15.7,.552,.045,.534,4.2,11.9,8.0,10.2,1.2,0.7,12.1,21.8,,4.4,1.2,5.7,.107,,0.7,-1.0,-0.3,1.1
2004-05,27,MIL,NBA,SF,80,2893,14.8,.526,.007,.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,,3.6,0.7,4.3,.071,,-0.1,-1.3,-1.4,0.4
2005-06,28,NOK,NBA,SF,70,2102,9.2,.460,.009,.438,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,,-1.7,1.4,-0.2,-0.005,,-4.5,-1.0,-5.5,-1.8
2006-07,29,NOK,NBA,SF,75,2575,10.8,.493,.000,.359,5.4,10.1,7.7,7.6,1.1,0.7,15.6,21.9,,-1.2,1.8,0.6,.011,,-3.0,-0.5,-3.5,-1.0
2007-08,30,MIL,NBA,SF,59,1702,12.3,.519,.000,.363,5.0,13.1,8.8,11.3,1.2,1.4,13.0,16.8,,1.0,0.5,1.5,.041,,-2.0,-0.6,-2.6,-0.2
2008-09,31,OKC,NBA,SG,39,1064,7.1,.456,.011,.298,4.4,12.8,8.5,6.7,0.7,2.1,14.8,15.7,,-1.0,0.7,-0.3,-0.012,,-5.0,0.1,-4.9,-0.8
2009-10,32,SAC,NBA,SF,5,66,6.2,.472,.000,.333,6.9,15.8,11.3,4.2,0.8,1.1,22.5,11.9,,0.0,0.0,0.0,-0.007,,-5.8,-0.6,-6.5,-0.1
