Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,21,551,,,,41%,59%,-14.1,-12.4,6,6,2,33,1,2,0,53,19,6,21
2 seasons,,"CHA,CHO",NBA,,10,274,,,,56%,44%,-18.8,-17.6,1,3,1,14,0,1,0,26,9,2,9
1 season,,BOS,NBA,,7,136,,,,52%,48%,+6.5,+12.3,3,1,0,12,0,0,0,5,7,2,10
1 season,,UTA,NBA,,4,141,,,,,100%,-24.9,-26.0,2,2,1,7,1,1,0,22,3,2,2
