Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,20,BOS,NBA,PF,71,1051,,,,60%,40%,-1.3,-3.1,15,29,22,121,,12,,53,63,17,47
2005-06,21,BOS,NBA,PF,59,1062,,,,68%,32%,-5.2,-4.8,12,21,29,107,,9,,68,71,20,43
2006-07,22,BOS,NBA,C,69,2319,,,,37%,63%,-3.7,+0.5,30,53,53,156,,13,,197,153,51,91
2007-08,23,MIN,NBA,C,82,2919,,,,5%,95%,-10.4,-10.9,48,72,47,133,,11,,270,210,62,122
2008-09,24,MIN,NBA,C,50,1836,,,,6%,94%,-3.3,+4.4,23,35,34,97,,3,,195,134,42,86
2009-10,25,MIN,NBA,C,76,2463,,,,41%,59%,-10.8,-2.1,37,55,44,132,,8,,306,141,44,59
2010-11,26,UTA,NBA,C,82,2940,,,,8%,92%,-3.2,-4.6,37,40,28,165,,9,,338,159,57,91
2011-12,27,UTA,NBA,C,61,2075,,,,,100%,+3.8,+8.8,26,25,11,106,,3,,309,90,25,63
2012-13,28,UTA,NBA,C,78,2578,,,,2%,98%,-3.6,-9.4,36,48,21,117,,3,2,397,98,25,84
2013-14,29,CHA,NBA,C,73,2553,,,,31%,69%,+0.4,+1.6,32,47,45,119,1,10,4,360,144,39,76
2014-15,30,CHO,NBA,C,65,1992,,,,44%,56%,-4.0,-1.1,24,22,22,97,0,4,0,255,80,19,53
2015-16,31,CHO,NBA,C,47,1096,,,,51%,49%,+2.8,-0.1,9,16,9,85,0,6,0,164,59,15,36
2016-17,32,IND,NBA,C,48,714,,,,,100%,-6.3,-8.2,2,13,11,46,8,7,0,102,38,11,24
