Player,Sim,1,2,3,4,5,6,7,8,9
Primoz Brezec,,4.9,4.6,0.7,0.3,0.2,0.1,0.1,0.0,
Aron Baynes,78.2,4.1,3.9,0.6,0.1,,,,,
Gorgui Dieng,72.3,5.9,4.9,2.2,,,,,,
Isaac Austin,71.6,4.0,3.6,1.2,0.3,0.3,0.2,0.0,0.0,-0.5
Jamie Feick,69.5,4.8,2.2,0.9,0.2,0.2,,,,
Mike Sojourner,69.4,4.7,2.7,0.9,,,,,,
Skip Thoren,68.8,7.0,4.4,1.6,,,,,,
Ed Johnson,66.6,5.1,2.4,1.0,,,,,,
Manny Leaks,66.3,7.3,5.2,1.1,0.8,0.2,-0.2,,,
Tom Hoover,66.0,4.4,2.6,0.4,0.1,0.0,,,,
Lee Davis,64.5,4.6,3.7,2.1,1.5,0.6,0.2,0.2,-0.1,
