Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,22,IND,NBA,C,22,160,.483,5.6,1.000,.586,.172,.069,.172,.000,.483,.529,.400,.500,.400,,.571,.000,0,,,,0,0
2002-03,23,IND,NBA,C,22,111,.395,9.6,.974,.316,.263,.184,.211,.026,.405,.667,.400,.429,.000,.000,.333,.053,2,,.000,,0,0
2003-04,24,IND,NBA,C,18,72,.462,4.0,1.000,.692,.154,.077,.077,.000,.462,.500,.500,.000,.500,,.750,.038,1,,,,0,0
2004-05,25,CHA,NBA,C,72,2276,.512,7.7,1.000,.448,.148,.169,.234,.000,.512,.640,.473,.383,.384,,.643,.040,29,,,,0,0
2005-06,26,CHA,NBA,C,79,2165,.517,9.9,.997,.341,.134,.177,.345,.003,.518,.656,.509,.457,.418,.000,.682,.030,22,,.000,,0,0
2006-07,27,CHA,NBA,C,58,838,.445,10.0,.989,.365,.106,.150,.369,.011,.446,.520,.276,.488,.406,.333,.719,.022,6,1.000,.333,1.000,0,0
2007-08,28,TOT,NBA,C,50,475,.468,9.5,1.000,.383,.074,.223,.319,.000,.468,.667,.286,.476,.267,,.773,.064,6,,,,0,0
2007-08,28,CHA,NBA,C,20,267,.395,11.3,1.000,.279,.093,.209,.419,.000,.395,.583,.250,.444,.278,,.647,.023,1,,,,0,0
2007-08,28,DET,NBA,C,17,98,.769,4.7,1.000,.692,.000,.154,.154,.000,.769,.889,,1.000,.000,,.900,.154,2,,,,0,0
2007-08,28,TOR,NBA,C,13,110,.447,9.1,1.000,.395,.079,.263,.263,.000,.447,.600,.333,.400,.300,,.824,.079,3,,,,0,0
2009-10,30,TOT,NBA,C,21,95,.346,8.8,1.000,.346,.154,.231,.269,.000,.346,.333,.500,.167,.429,,.889,.000,0,,,,0,0
2009-10,30,PHI,NBA,C,7,36,.154,7.9,1.000,.385,.154,.308,.154,.000,.154,.000,.500,.000,.500,,1.000,.000,0,,,,0,0
2009-10,30,MIL,NBA,C,14,59,.538,9.8,1.000,.308,.154,.154,.385,.000,.538,.750,.500,.500,.400,,.857,.000,0,,,,0,0
