Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,MEM,NBA,PF,68,724,.443,5.0,1.000,.518,.250,.158,.075,.000,.443,.568,.404,.167,.294,,.604,.189,38,,,,0,0
2006-07,24,MEM,NBA,PF,82,2152,.524,7.0,.989,.492,.174,.125,.198,.011,.530,.637,.468,.371,.418,.000,.630,.157,103,,.000,,2,0
2007-08,25,MEM,NBA,PF,75,1754,.502,10.7,.926,.354,.124,.121,.329,.074,.521,.736,.407,.392,.377,.271,.641,.098,61,.923,.208,.100,1,0
2008-09,26,MEM,NBA,PF,82,2029,.491,8.1,.967,.444,.179,.089,.254,.033,.500,.636,.395,.339,.392,.217,.642,.166,105,1.000,.391,.333,1,0
2009-10,27,TOT,NBA,PF,76,1557,.482,8.2,.987,.451,.102,.167,.267,.013,.486,.617,.393,.370,.374,.143,.621,.169,88,1.000,.286,.500,0,0
2009-10,27,MIL,NBA,PF,48,1024,.481,8.5,.984,.442,.103,.161,.278,.016,.487,.617,.410,.344,.390,.167,.624,.164,59,1.000,.333,.500,0,0
2009-10,27,CHI,NBA,PF,28,533,.483,7.8,.994,.471,.099,.180,.244,.006,.485,.617,.353,.419,.333,.000,.614,.180,29,,.000,,0,0
2010-11,28,PHO,NBA,PF,80,1416,.511,7.9,.975,.406,.260,.076,.233,.025,.522,.779,.310,.382,.356,.091,.714,.204,84,.000,.273,.000,0,0
2011-12,29,PHO,NBA,PF,35,503,.411,10.0,.944,.311,.256,.111,.267,.056,.429,.714,.283,.250,.313,.100,.534,.128,19,1.000,.300,.333,1,0
2012-13,30,TOT,NBA,PF,28,489,.406,10.4,.982,.315,.152,.212,.303,.018,.414,.519,.320,.429,.340,.000,.672,.103,15,,.333,.000,0,0
2012-13,30,NOH,NBA,PF,1,7,.500,10.0,1.000,.000,.500,.500,.000,.000,.500,,1.000,.000,,,1.000,.000,0,,,,0,0
2012-13,30,CHA,NBA,PF,27,482,.405,10.4,.982,.319,.147,.209,.307,.018,.413,.519,.292,.441,.340,.000,.667,.104,15,,.333,.000,0,0
