Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2000-01,25,BOS,NBA,C,64,1098,11.1,.541,.000,.330,9.9,14.9,12.3,4.8,1.8,5.3,21.3,12.0,,0.5,1.4,1.9,.084,,-3.4,2.6,-0.8,0.3
2001-02,26,BOS,NBA,C,44,415,9.3,.509,.000,.487,6.7,16.0,11.2,3.8,2.0,3.6,20.0,12.7,,0.0,0.7,0.7,.081,,-5.7,2.3,-3.4,-0.2
2002-03,27,TOT,NBA,C,81,1403,10.6,.491,.000,.401,8.8,16.9,12.6,7.0,1.6,3.8,20.2,16.4,,-0.4,2.1,1.7,.059,,-4.9,2.0,-3.0,-0.3
2002-03,27,DEN,NBA,C,54,885,9.6,.452,.000,.371,7.8,16.7,12.0,7.0,1.3,4.6,18.4,19.1,,-0.9,1.3,0.4,.020,,-6.0,1.7,-4.3,-0.5
2002-03,27,BOS,NBA,C,27,518,12.2,.615,.000,.500,10.4,17.1,13.7,6.8,2.0,2.6,25.3,11.7,,0.6,0.8,1.4,.126,,-3.0,2.4,-0.6,0.2
2003-04,28,BOS,NBA,C,82,2402,16.0,.601,.000,.366,10.1,17.9,14.0,5.4,1.7,3.4,17.6,16.1,,3.7,2.9,6.5,.131,,-0.7,1.6,0.8,1.7
2004-05,29,BOS,NBA,C,82,2130,12.5,.559,.002,.265,8.0,13.6,10.9,9.9,0.8,2.3,18.6,17.9,,1.2,1.6,2.8,.063,,-1.4,0.2,-1.2,0.4
2005-06,30,TOT,NBA,C,81,2240,12.1,.549,.000,.302,5.3,14.2,9.8,7.8,1.0,2.6,18.9,21.4,,-0.5,2.3,1.7,.037,,-3.5,-0.1,-3.6,-0.9
2005-06,30,BOS,NBA,C,39,1083,12.0,.556,.000,.334,4.2,13.8,9.1,10.8,0.7,2.5,21.6,23.6,,-0.6,0.9,0.2,.010,,-3.9,-0.5,-4.5,-0.7
2005-06,30,MIN,NBA,C,42,1157,12.1,.542,.000,.268,6.4,14.5,10.5,5.0,1.2,2.6,15.8,19.3,,0.1,1.4,1.5,.063,,-3.1,0.3,-2.8,-0.2
2006-07,31,MIN,NBA,C,82,2544,12.7,.546,.037,.232,6.6,16.9,11.9,4.5,0.9,1.8,14.7,19.8,,0.6,2.2,2.8,.052,,-2.7,-0.5,-3.2,-0.8
2007-08,32,MIA,NBA,C,69,1542,11.4,.505,.085,.268,5.3,15.3,10.2,4.8,1.1,1.8,10.8,19.8,,-0.3,1.0,0.7,.021,,-4.1,-1.3,-5.4,-1.3
2008-09,33,MIA,NBA,C,20,207,8.7,.472,.346,.167,5.7,18.1,11.8,3.1,0.3,2.8,14.3,22.2,,-0.3,0.2,-0.1,-0.024,,-6.1,-2.9,-9.0,-0.4
