Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,83,7,820,4.5,11.8,.384,1.3,3.5,.367,3.2,8.3,.392,1.9,2.9,.642,1.1,2.5,3.6,1.3,0.8,0.4,1.6,4.6,12.2
2 seasons,,DET,NBA,,66,1,604,4.4,11.9,.372,1.4,3.8,.381,3.0,8.1,.368,2.1,3.5,.621,1.0,2.4,3.4,1.1,0.7,0.5,1.7,4.4,12.4
1 season,,NOH,NBA,,15,6,209,4.8,11.2,.431,0.9,2.8,.313,4.0,8.4,.469,1.2,1.6,.778,1.4,2.6,4.0,1.7,1.2,0.0,1.4,5.3,11.7
1 season,,LAC,NBA,,2,0,7,5.1,20.6,.250,0.0,0.0,,5.1,20.6,.250,0.0,0.0,,0.0,10.3,10.3,5.1,0.0,0.0,0.0,0.0,10.3
