Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,138,2530,57%,42%,1%,,,-1.7,-2.6,126,43,37,45,0,6,0,881,35,11,28
2 seasons,,IND,NBA,,112,2221,52%,47%,1%,,,+0.7,+0.3,102,40,33,68,0,12,0,740,47,10,24
1 season,,GSW,NBA,,26,309,96%,4%,,,,-17.7,-18.6,24,3,4,14,0,0,0,141,11,1,4
