Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,TOT,NBA,SG,16,70,2%,62%,36%,,,-16.8,-20.3,4,0,2,0,,0,,4,0,0,1
2003-04,23,POR,NBA,SG,13,48,3%,67%,30%,,,-35.5,-34.3,2,0,0,1,,0,,2,0,0,1
2003-04,23,SAS,NBA,SG,3,22,,50%,50%,,,+21.3,+13.2,2,0,2,0,,1,,2,2,0,0
2004-05,24,CHA,NBA,SG,25,430,,54%,45%,1%,,+2.1,+9.5,5,16,4,16,,3,,37,30,6,12
2005-06,25,CHA,NBA,SG,78,1275,,81%,16%,3%,,-2.3,+3.1,21,16,11,63,,7,,76,63,14,28
2006-07,26,CHA,NBA,SG,72,1878,,90%,9%,1%,,-3.1,+1.4,22,19,32,79,,15,,203,61,15,37
2007-08,27,CHA,NBA,SG,80,2016,3%,79%,19%,,,-3.0,+3.9,26,14,19,96,,10,,162,40,8,42
2008-09,28,TOT,NBA,SG,55,616,1%,67%,32%,,,-11.4,-13.0,12,12,9,0,,0,,57,0,4,4
2008-09,28,CHA,NBA,SG,34,475,,61%,39%,,,-8.9,-8.6,11,8,7,25,,2,,50,6,4,4
2008-09,28,DAL,NBA,SG,21,141,5%,85%,10%,,,-19.5,-22.7,1,4,2,4,,1,,7,3,0,0
2009-10,29,DAL,NBA,SG,25,121,,26%,59%,16%,,-6.6,-9.8,2,4,1,8,,1,,12,2,0,1
2010-11,30,CHA,NBA,SG,54,582,,81%,19%,,,-6.6,-2.4,10,7,6,25,,3,,52,24,10,15
2011-12,31,CHA,NBA,SG,53,596,,84%,15%,1%,,-13.7,+2.4,13,6,5,23,,4,,84,16,3,14
2012-13,32,CHA,NBA,SG,1,6,,100%,,,,-20.0,-9.9,0,0,0,0,,0,0,2,0,0,0
