Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,467,6,5657,7.0,15.9,.437,5.3,12.4,.430,1.6,3.5,.463,0.9,1.1,.877,0.6,4.8,5.5,1.2,0.8,0.4,0.8,3.4,20.2,,122,110
2 seasons,,NYK,NBA,,135,1,2661,6.7,15.2,.442,5.6,12.5,.445,1.1,2.7,.425,1.0,1.2,.881,0.5,4.6,5.1,0.9,0.9,0.3,0.7,3.1,20.0,,127,109
2 seasons,,LAC,NBA,,125,3,1523,7.5,17.2,.433,4.8,12.2,.395,2.6,5.0,.524,1.0,1.1,.875,0.7,4.7,5.4,1.6,0.9,0.2,0.9,3.1,20.7,,116,115
2 seasons,,HOU,NBA,,70,1,455,7.8,17.7,.441,5.5,12.8,.427,2.3,4.9,.476,0.6,0.7,.833,0.9,6.2,7.1,1.4,0.8,0.3,0.9,4.4,21.7,,119,104
1 season,,TOR,NBA,,54,1,540,5.8,14.1,.411,5.0,11.8,.426,0.8,2.3,.333,0.6,0.6,1.000,0.8,4.8,5.6,1.3,1.2,0.4,0.5,4.3,17.2,,124,108
1 season,,SAS,NBA,,23,0,197,8.2,15.6,.525,6.1,11.1,.548,2.1,4.5,.471,2.1,2.1,1.000,1.1,5.0,6.1,0.8,0.3,1.3,1.1,2.9,24.5,,139,109
1 season,,UTA,NBA,,22,0,109,7.8,17.1,.457,7.8,16.1,.485,0.0,1.0,.000,0.0,1.0,.000,0.5,7.3,7.8,2.9,0.0,0.5,1.5,6.3,23.4,,128,109
2 seasons,,OKC,NBA,,20,0,112,5.4,14.7,.364,3.6,10.7,.333,1.8,4.0,.444,0.0,0.0,,0.4,4.0,4.5,2.2,0.0,0.4,1.3,4.9,14.3,,97,112
2 seasons,,MIL,NBA,,11,0,42,4.8,15.7,.308,3.6,14.5,.250,1.2,1.2,1.000,1.2,1.2,1.000,0.0,4.8,4.8,0.0,0.0,0.0,0.0,3.6,14.5,,94,116
1 season,,DAL,NBA,,7,0,18,11.7,23.4,.500,8.8,11.7,.750,2.9,11.7,.250,0.0,0.0,,0.0,14.6,14.6,0.0,0.0,0.0,0.0,8.8,32.1,,128,104
