Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,467,6,5657,751,1717,.437,575,1337,.430,176,380,.463,.605,100,114,.877,68,523,591,132,91,38,81,371,2177
2 seasons,,NYK,NBA,,135,1,2661,339,767,.442,282,633,.445,57,134,.425,.626,52,59,.881,26,230,256,47,44,17,33,156,1012
2 seasons,,LAC,NBA,,125,3,1523,218,504,.433,141,357,.395,77,147,.524,.572,28,32,.875,20,138,158,46,27,7,25,92,605
2 seasons,,HOU,NBA,,70,1,455,67,152,.441,47,110,.427,20,42,.476,.595,5,6,.833,8,53,61,12,7,3,8,38,186
1 season,,TOR,NBA,,54,1,540,60,146,.411,52,122,.426,8,24,.333,.589,6,6,1.000,8,50,58,13,12,4,5,44,178
1 season,,SAS,NBA,,23,0,197,31,59,.525,23,42,.548,8,17,.471,.720,8,8,1.000,4,19,23,3,1,5,4,11,93
1 season,,UTA,NBA,,22,0,109,16,35,.457,16,33,.485,0,2,.000,.686,0,2,.000,1,15,16,6,0,1,3,13,48
2 seasons,,OKC,NBA,,20,0,112,12,33,.364,8,24,.333,4,9,.444,.485,0,0,,1,9,10,5,0,1,3,11,32
2 seasons,,MIL,NBA,,11,0,42,4,13,.308,3,12,.250,1,1,1.000,.423,1,1,1.000,0,4,4,0,0,0,0,3,12
1 season,,DAL,NBA,,7,0,18,4,8,.500,3,4,.750,1,4,.250,.688,0,0,,0,5,5,0,0,0,0,3,11
