Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,467,5657,12.7,.616,.779,.066,1.4,10.9,6.0,3.8,0.8,0.5,4.4,14.9,,11.1,3.4,14.5,.123,,1.7,-2.6,-0.9,1.6
2 seasons,,NYK,NBA,,135,2661,13.1,.638,.825,.077,1.1,10.3,5.6,2.8,0.9,0.5,4.0,14.2,,6.1,1.7,7.8,.141,,2.7,-2.2,0.4,1.6
2 seasons,,LAC,NBA,,125,1523,12.2,.584,.708,.063,1.5,10.7,6.0,5.0,0.9,0.3,4.6,16.2,,2.2,0.3,2.6,.081,,0.7,-3.4,-2.7,-0.3
2 seasons,,HOU,NBA,,70,455,13.3,.601,.724,.039,2.0,13.1,7.6,4.4,0.8,0.5,4.9,16.4,,0.8,0.6,1.4,.152,,0.6,-1.9,-1.4,0.1
1 season,,TOR,NBA,,54,540,11.1,.599,.836,.041,1.7,10.8,6.3,3.8,1.2,0.6,3.3,12.9,,1.0,0.5,1.4,.127,,1.1,-1.7,-0.5,0.2
1 season,,SAS,NBA,,23,197,17.7,.744,.712,.136,2.4,10.9,6.8,2.4,0.3,1.8,6.0,15.5,,0.6,0.2,0.8,.195,,3.5,-2.5,1.0,0.2
1 season,,UTA,NBA,,22,109,14.5,.669,.943,.057,1.1,15.8,8.5,9.3,0.0,0.7,7.7,16.4,,0.3,0.1,0.4,.162,,3.3,-3.6,-0.2,0.0
2 seasons,,OKC,NBA,,20,112,5.5,.485,.727,.000,1.0,8.4,4.8,6.1,0.0,0.7,8.3,13.8,,0.0,0.0,0.0,.014,,-2.9,-4.0,-6.9,-0.1
2 seasons,,MIL,NBA,,11,42,3.9,.446,.923,.077,0.0,10.7,5.4,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.014,,-3.7,-7.0,-10.7,-0.1
1 season,,DAL,NBA,,7,18,19.6,.688,.500,.000,0.0,31.3,16.2,0.0,0.0,0.0,0.0,20.8,,0.1,0.0,0.1,.205,,0.3,-7.2,-6.9,0.0
