Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,20,PHO,NBA,PF,82,2570,,,2%,76%,22%,-0.8,-5.5,39,66,84,96,,49,,165,236,74,110
2003-04,21,PHO,NBA,PF,55,2025,,,5%,61%,35%,-3.4,+1.5,46,70,61,86,,39,,172,207,39,81
2004-05,22,PHO,NBA,C,80,2889,,,,16%,84%,+9.9,+9.0,48,64,77,133,,44,,319,375,111,121
2005-06,23,PHO,NBA,C,3,50,,,4%,,96%,-1.9,-8.0,0,0,1,2,,1,,4,5,1,4
2006-07,24,PHO,NBA,C,82,2689,,,,1%,99%,+8.1,+1.0,50,56,126,130,,68,,193,312,107,103
2007-08,25,PHO,NBA,C,79,2677,,,,22%,78%,+7.7,+6.2,35,57,82,157,,44,,266,366,116,87
2008-09,26,PHO,NBA,PF,53,1948,,,,64%,36%,+2.2,+0.2,42,49,59,73,,32,,241,177,42,60
2009-10,27,PHO,NBA,PF,82,2838,,,,83%,17%,+5.1,-1.5,39,82,92,140,,42,,201,313,93,125
2010-11,28,NYK,NBA,C,78,2870,,,,37%,63%,+1.0,-0.4,49,104,97,135,,51,,491,299,72,125
2011-12,29,NYK,NBA,PF,47,1543,,,1%,84%,15%,-2.1,-10.5,25,47,40,63,,22,,126,126,37,61
2012-13,30,NYK,NBA,PF,29,682,,,,51%,49%,+2.2,-2.8,5,23,22,44,,8,0,33,56,6,34
2013-14,31,NYK,NBA,C,65,1466,,,,58%,42%,-6.5,-8.5,11,33,46,71,6,20,0,85,95,21,33
2014-15,32,TOT,NBA,PF,59,1245,,,,58%,42%,-4.7,-8.6,14,34,30,0,0,0,0,104,0,26,44
2014-15,32,NYK,NBA,PF,36,865,,,,48%,52%,-3.2,+9.0,12,26,25,41,5,11,2,87,56,15,29
2014-15,32,DAL,NBA,PF,23,380,,,,80%,20%,-4.7,-8.6,2,8,5,21,7,4,0,17,25,11,15
2015-16,33,MIA,NBA,C,52,762,,,,,100%,+0.7,-1.6,10,18,19,48,2,6,0,60,33,7,29
