Player,Sim,1,2,3,4
Sean May,,2.2,0.4,0.3,-0.3
Earl Clark,94.1,2.3,0.3,0.3,-0.3
Sean Williams,85.4,2.5,0.4,0.3,-0.2
Bud Olsen,85.2,2.5,0.4,0.2,-0.3
Gerard King,82.3,2.3,0.5,0.2,
Linton Johnson,76.6,1.9,0.4,0.4,0.0
J.J. Anderson,73.5,2.3,0.2,0.1,
Tellis Frank,72.4,2.0,0.6,0.3,0.1
Ryan Kelly,72.3,2.2,0.7,0.1,
Neil Johnson,72.2,2.2,0.2,-0.2,-0.3
Kevin Seraphin,70.6,2.3,0.8,0.2,0.1
