Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2012-13,21,OKC,NBA,SF,38,280,,,15%,63%,22%,+1.1,-9.2,6,4,5,11,,3,0,24,6,1,6
2013-14,22,OKC,NBA,PF,62,764,,,2%,58%,41%,+5.3,-1.8,6,9,6,29,1,3,1,59,20,2,9
2014-15,23,OKC,NBA,SF,43,631,,2%,65%,32%,2%,-9.9,-14.2,7,8,9,23,3,5,3,45,17,4,10
