Player,Sim,1,2,3,4,5,6
Perry Jones,,1.5,0.2,0.0,,,
Brian Evans,90.4,1.5,0.1,0.1,,,
Michael Bradley,81.6,1.5,0.2,0.1,0.1,0.0,
Roy Rogers,81.1,1.4,0.4,-0.1,,,
Mario Bennett,80.3,1.5,0.5,0.0,-0.1,,
Stephen Howard,79.6,1.3,0.2,0.1,0.0,,
Qyntel Woods,73.2,1.3,0.2,0.0,-0.2,,
Red Morrison,72.9,1.7,0.5,0.0,,,
Mark Pope,72.0,1.3,0.1,0.0,0.0,-0.1,-0.1
C.J. Kupec,72.0,1.5,0.5,-0.2,,,
Chris Singleton,71.3,1.5,0.5,0.2,,,
