Player,Sim,1,2,3,4,5,6,7
Kareem Rush,,1.5,1.0,0.1,0.0,0.0,-0.2,-0.6
Ollie Mack,54.0,1.6,1.0,-0.1,,,,
Isaiah Canaan,53.7,1.4,1.4,0.2,,,,
Mel Peterson,49.0,1.3,1.0,0.0,-0.2,,,
Richie Frahm,48.3,1.5,1.0,0.5,-0.2,,,
Bobby Washington,47.9,1.5,0.7,0.0,,,,
Lloyd Daniels,47.8,1.8,1.1,0.2,0.1,0.0,,
Byron Irvin,47.7,1.2,0.9,0.0,,,,
Cory Alexander,47.0,2.2,1.1,0.2,0.0,-0.1,-0.1,-0.3
Mike Flynn,46.4,1.7,0.8,0.3,,,,
John Jenkins,46.2,1.7,0.9,0.2,-0.1,,,
