Player,Sim,1,2,3
Kentavious Caldwell-Pope,,5.3,2.8,1.8
Tyreke Evans,95.4,5.4,2.7,1.6
Blue Edwards,94.2,5.2,2.7,2.2
Al Attles,92.8,5.2,3.4,1.9
Derek Anderson,92.5,5.3,3.3,2.1
Kendall Gill,92.2,4.7,2.9,1.8
Brent Barry,92.1,4.9,2.7,2.1
Aaron McKie,92.1,5.3,3.5,2.0
Chucky Atkins,91.9,5.1,2.8,2.4
Michael Dickerson,91.8,5.5,2.2,1.8
Ricky Rubio,91.1,5.9,3.0,2.0
