Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,ORL,NBA,SF,76,1579,,,19%,53%,28%,-1.6,-4.3,20,18,30,109,,18,,116,40,11,25
2001-02,25,ORL,NBA,PF,80,2406,,,1%,80%,19%,+4.3,+6.4,26,19,23,110,,16,,239,17,3,19
2002-03,26,ORL,NBA,PF,81,2584,,,2%,89%,9%,+1.6,+4.6,36,16,25,106,,13,,277,28,9,17
2003-04,27,ORL,NBA,PF,2,22,,,57%,40%,3%,-46.8,-39.1,0,0,0,1,,0,,3,0,0,0
2004-05,28,ORL,NBA,PF,71,955,,1%,42%,56%,1%,-7.6,-6.5,14,3,13,43,,9,,69,10,2,14
2005-06,29,ORL,NBA,PF,57,938,,,11%,87%,1%,-2.7,-2.0,17,7,14,50,,11,,87,8,2,5
2006-07,30,ORL,NBA,PF,33,277,,,,83%,17%,-0.6,-1.7,5,0,9,20,,5,,33,7,0,4
2007-08,31,ORL,NBA,PF,31,284,,2%,43%,54%,2%,+0.7,-5.5,5,2,10,19,,4,,32,2,0,3
