Player,Sim,1,2,3
Ray McCallum,,1.4,0.4,0.3
Terence Stansbury,85.4,1.5,0.6,0.3
Elston Turner,85.2,1.4,0.3,0.1
Anthony Johnson,84.5,1.1,0.4,0.3
Vonteego Cummings,83.7,1.3,0.6,0.2
John Warren,78.7,1.7,0.5,0.3
Avery Johnson,78.6,1.6,0.5,0.3
MarShon Brooks,78.5,1.3,0.8,0.4
Steve Alford,77.8,1.4,0.9,0.3
Sidney Lowe,75.8,1.7,0.5,0.3
Keith Askins,75.3,1.4,0.7,0.6
