Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,22,PHO,NBA,PG,55,728,95%,5%,,,,+0.2,-2.4,34,18,21,41,,7,,252,28,3,15
2009-10,23,PHO,NBA,PG,80,1442,51%,49%,,,,+4.2,-2.0,61,30,35,57,,7,,578,63,13,38
2010-11,24,TOT,NBA,PG,70,1234,89%,11%,,,,-7.2,-9.3,60,22,35,0,,0,,477,0,12,26
2010-11,24,PHO,NBA,PG,48,856,88%,12%,,,,-10.6,-12.4,50,17,29,36,,5,,344,33,9,18
2010-11,24,HOU,NBA,PG,22,378,90%,10%,,,,+0.5,-1.9,10,5,6,12,,3,,133,15,3,8
2011-12,25,HOU,NBA,PG,66,1752,80%,20%,,,,+1.9,+3.3,67,52,38,56,,20,,790,64,14,35
2012-13,26,PHO,NBA,PG,77,2581,97%,3%,,,,-5.2,+5.3,127,50,35,73,,14,12,1250,106,21,39
2013-14,27,PHO,NBA,SG,76,2668,52%,47%,1%,,,+5.6,+9.3,101,63,49,67,14,24,9,1093,134,30,60
2014-15,28,TOT,NBA,SG-PG,78,2640,24%,69%,7%,,,-2.5,+0.2,92,48,33,0,0,0,0,812,0,23,49
2014-15,28,PHO,NBA,SG,52,1735,7%,83%,11%,,,+1.1,+4.0,57,35,22,47,6,9,8,491,44,12,35
2014-15,28,MIA,NBA,PG,26,905,58%,42%,,,,-2.5,+0.2,35,13,11,30,4,6,0,321,38,11,14
2015-16,29,MIA,NBA,PG,72,2363,98%,2%,,,,+4.1,+5.2,76,68,41,70,10,17,4,946,62,11,40
2016-17,30,MIA,NBA,PG,42,1443,100%,,,,,-3.0,-2.0,18,86,27,44,6,10,4,648,80,17,43
