Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,616,16851,72%,26%,1%,,,0.0,+2.3,636,437,314,408,30,99,29,6846,537,144,345
6 seasons,,PHO,NBA,,388,10010,62%,36%,2%,,,0.0,+3.0,430,213,191,321,20,66,29,4008,408,88,205
3 seasons,,MIA,NBA,,140,4711,91%,9%,,,,+0.6,+2.0,129,167,79,144,20,33,8,1915,180,39,97
2 seasons,,HOU,NBA,,88,2130,82%,18%,,,,+1.6,+2.4,77,57,44,68,0,23,0,923,79,17,43
