Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,23,PHO,NBA,PG,16,237,.430,14.4,.600,.280,.120,.060,.140,.400,.500,.571,.500,.500,.357,.325,.200,.010,0,.462,.175,.571,0,0
2015-16,29,MIA,NBA,PG,14,472,.442,11.9,.777,.311,.150,.194,.121,.223,.469,.547,.387,.450,.400,.348,.280,.005,1,.500,.217,.300,1,0
