Player,Sim,1,2,3,4,5,6,7,8
Alexis Ajinca,,3.2,2.1,1.0,0.4,0.0,-0.1,,
Howie Schultz,82.4,3.0,2.0,0.6,,,,,
Reggie Harding,79.9,3.1,2.6,1.6,0.0,,,,
Bob Christian,79.7,2.4,1.9,0.9,0.5,0.0,,,
Cole Aldrich,79.4,3.5,2.2,1.2,0.6,0.6,0.2,,
Zeljko Rebraca,79.1,3.3,2.4,1.3,0.7,0.5,,,
Jack Toomay,78.5,3.6,1.6,1.1,,,,,
Stanley Roberts,78.2,3.2,2.1,1.8,0.7,0.5,0.0,-0.1,-0.1
Vladimir Stepania,78.0,2.9,1.7,0.8,0.2,-0.1,-0.3,,
Ed Kalafat,76.0,2.6,2.1,0.7,,,,,
Gene Conley,75.8,2.8,2.1,0.4,0.0,0.0,-0.1,,
