Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,23,UTA,NBA,C,70,68,20.6,2.3,4.9,.461,0.0,0.0,.000,2.3,4.9,.462,.461,1.9,2.6,.740,2.0,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4
2002-03,24,UTA,NBA,C,22,7,19.1,1.7,3.9,.442,0.0,0.0,.000,1.7,3.9,.447,.442,2.0,2.8,.710,1.5,1.3,2.7,0.6,0.2,0.3,0.9,3.2,5.5
2003-04,25,UTA,NBA,C,81,31,21.4,1.8,3.6,.498,0.0,0.0,.000,1.8,3.6,.500,.498,2.3,3.2,.718,1.4,2.5,3.9,1.0,0.3,0.2,1.0,3.1,6.0
2004-05,26,UTA,NBA,C,50,38,19.2,1.3,3.1,.414,0.0,0.0,.000,1.3,3.1,.417,.414,1.7,2.4,.697,1.1,2.1,3.3,1.2,0.2,0.1,0.7,2.9,4.3
2005-06,27,UTA,NBA,C,79,41,21.9,1.6,3.5,.461,0.0,0.0,,1.6,3.5,.461,.461,2.0,2.8,.717,1.7,2.5,4.2,1.2,0.5,0.3,0.8,3.2,5.3
2006-07,28,UTA,NBA,C,82,9,11.1,0.9,2.1,.441,0.0,0.0,,0.9,2.1,.441,.441,0.7,1.0,.651,0.9,1.2,2.1,0.7,0.2,0.1,0.5,1.8,2.5
2007-08,29,UTA,NBA,C,70,9,10.0,0.5,1.2,.439,0.0,0.0,.000,0.5,1.2,.444,.439,0.7,1.1,.622,0.6,1.1,1.7,0.5,0.1,0.1,0.3,1.5,1.7
2008-09,30,UTA,NBA,C,26,3,7.7,0.6,1.3,.457,0.0,0.0,,0.6,1.3,.457,.457,0.3,0.4,.727,0.8,0.7,1.4,0.3,0.1,0.0,0.3,1.3,1.5
2009-10,31,PHO,NBA,C,34,10,7.7,0.4,0.9,.387,0.0,0.0,,0.4,0.9,.387,.387,0.3,0.7,.400,0.6,1.2,1.8,0.2,0.1,0.1,0.3,1.2,1.0
2010-11,32,TOT,NBA,C,28,0,6.5,0.2,0.8,.286,0.0,0.0,,0.2,0.8,.286,.286,0.3,0.4,.700,0.5,0.4,0.9,0.1,0.1,0.0,0.3,1.0,0.7
2010-11,32,LAC,NBA,C,23,0,6.8,0.2,0.7,.333,0.0,0.0,,0.2,0.7,.333,.333,0.3,0.4,.700,0.3,0.4,0.7,0.0,0.2,0.0,0.2,1.0,0.7
2010-11,32,POR,NBA,C,5,0,4.8,0.2,1.2,.167,0.0,0.0,,0.2,1.2,.167,.167,0.0,0.0,,1.4,0.0,1.4,0.2,0.0,0.0,0.4,1.0,0.4
