Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,542,8542,.455,7.3,.997,.473,.130,.196,.197,.003,.456,.582,.313,.344,.361,.000,.676,.017,22,,.000,,2,0
8 seasons,,UTA,NBA,,480,8100,.459,7.3,.997,.475,.124,.199,.199,.003,.460,.581,.324,.351,.365,.000,.681,.017,22,,.000,,2,0
1 season,,PHO,NBA,,34,261,.387,5.1,1.000,.484,.355,.097,.065,.000,.387,.533,.273,.000,.500,,.417,.000,0,,,,0,0
1 season,,LAC,NBA,,23,157,.333,9.2,1.000,.267,.267,.200,.267,.000,.333,1.000,.000,.000,.250,,.600,.000,0,,,,0,0
1 season,,POR,NBA,,5,24,.167,7.7,1.000,.500,.167,.000,.333,.000,.167,.333,.000,,.000,,1.000,.000,0,,,,0,0
