Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,27,CHA,NBA,PF,48,936,,,17%,72%,12%,-0.5,+4.4,13,6,13,35,,5,,57,15,7,12
2007-08,28,TOT,NBA,PF,45,373,,,1%,68%,31%,-2.0,-3.8,3,5,4,0,,0,,42,0,1,12
2007-08,28,CHA,NBA,PF,17,174,,,2%,92%,6%,-12.4,-7.8,2,0,2,6,,0,,9,2,0,4
2007-08,28,DET,NBA,PF,28,199,,,,48%,52%,+7.5,-1.2,1,5,2,7,,1,,33,4,1,8
2008-09,29,DET,NBA,SF,59,630,,,63%,20%,17%,+0.6,+1.3,3,5,9,23,,4,,49,12,3,4
