Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,152,1939,14.0,.564,.439,.151,4.7,15.0,9.7,5.8,0.9,0.5,7.7,18.8,,2.6,1.4,4.1,.101,,0.2,-2.5,-2.3,-0.2
2 seasons,,DET,NBA,,87,829,12.0,.509,.552,.140,5.7,15.1,10.3,7.1,0.7,0.5,7.6,18.8,,0.7,0.7,1.4,.082,,-0.4,-2.5,-2.8,-0.2
2 seasons,,CHA,NBA,,65,1110,15.5,.603,.357,.159,3.9,14.9,9.3,4.8,1.0,0.5,7.8,18.8,,2.0,0.7,2.7,.115,,0.6,-2.6,-2.0,0.0
