Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,18,DET,NBA,SF,3,39,,,100%,,,-27.2,-35.6,2,0,2,3,,1,,6,1,0,0
2006-07,19,DET,NBA,PF,8,124,,,30%,70%,,+1.3,-3.5,1,1,7,11,,3,,8,6,2,3
2007-08,20,DET,NBA,PF,62,764,,,14%,86%,,+13.7,+6.4,14,8,17,81,,10,,62,25,7,15
2008-09,21,DET,NBA,PF,62,911,,2%,2%,95%,1%,+4.9,+7.0,9,4,20,94,,14,,43,18,4,16
2009-10,22,TOR,NBA,PF,82,1453,,,9%,88%,3%,+2.2,+6.7,14,12,37,145,,22,,107,68,21,22
2010-11,23,TOR,NBA,PF,72,1853,,,8%,92%,1%,-3.0,+7.2,18,19,32,140,,12,,176,69,23,48
2011-12,24,TOR,NBA,PF,64,1553,,1%,8%,91%,,0.0,+7.3,22,27,45,98,,31,,173,36,10,26
2012-13,25,TOR,NBA,PF,81,2325,,,2%,81%,17%,+4.8,+15.1,38,22,57,132,,39,2,265,84,24,35
2013-14,26,TOR,NBA,PF,77,2214,,,1%,93%,5%,+4.7,+2.3,45,28,50,109,7,33,1,259,63,20,40
2014-15,27,TOR,NBA,PF,75,1979,,,17%,63%,20%,+2.3,-2.0,33,27,50,80,17,38,1,259,54,10,52
2015-16,28,BOS,NBA,PF,79,1800,,,2%,89%,9%,+4.8,+2.8,33,30,31,88,11,20,2,320,42,6,26
2016-17,29,BOS,NBA,PF,48,953,,,,96%,4%,+5.7,+4.3,2,25,14,72,7,11,2,203,27,6,19
