Player,Sim,1,2,3,4,5,6,7,8,9
Landry Fields,,5.3,3.4,1.1,0.4,0.3,,,,
Sam Smith,85.7,4.6,3.3,1.4,0.2,,,,,
Travis Grant,85.0,5.6,4.1,1.5,0.5,,,,,
Don May,83.3,6.1,2.9,1.3,0.5,0.3,0.2,0.0,,
Larry Stewart,82.9,4.7,2.9,1.6,0.5,0.1,,,,
Leon Powe,80.1,4.9,4.3,1.7,0.6,0.5,,,,
Fabricio Oberto,75.1,6.1,4.1,1.7,1.1,0.6,0.0,,,
Ed Ratleff,73.9,5.6,4.5,2.1,1.0,0.5,,,,
Tony Jaros,72.4,4.4,2.2,1.3,0.6,,,,,
Otto Porter,71.7,5.6,2.7,0.0,,,,,,
Don MacLean,71.6,5.6,1.5,1.1,0.5,0.4,0.2,0.2,0.0,-0.2
