Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,26,NYK,NBA,C,4,97,,,,3%,97%,-16.1,-7.1,0,3,4,6,,3,0,2,6,2,1
2004-05,27,SAS,NBA,C,23,528,,,,5%,95%,0.2,-8.2,5,8,11,38,,4,0,16,24,5,21
2005-06,28,SAS,NBA,C,8,94,,,18%,4%,78%,0.0,-2.5,2,4,2,10,,0,0,2,8,0,2
2006-07,29,DET,NBA,C,2,6,,,,,100%,38.6,35.4,0,0,0,1,,0,0,0,2,1,1
2009-10,32,CHA,NBA,C,4,48,,,,,100%,-13.6,-3.1,0,1,0,9,,0,0,4,2,1,1
2010-11,33,OKC,NBA,C,14,148,,,,77%,23%,9.8,9.6,2,1,3,15,1,0,0,0,4,0,6
2011-12,34,OKC,NBA,C,8,83,,,,8%,92%,-15.2,-20.6,1,0,1,10,1,1,0,2,2,0,2
2012-13,35,CHI,NBA,C,12,114,,,,26%,74%,3.0,12.5,1,0,2,8,0,1,0,8,4,1,4
2013-14,36,CHI,NBA,C,2,5,,,,,100%,22.2,28.0,0,0,0,0,0,0,0,0,0,0,0
2014-15,37,CHI,NBA,C,3,14,,,,,100%,76.0,72.7,0,0,0,0,0,0,0,0,0,0,0
2015-16,38,OKC,NBA,C,5,10,,,,3%,97%,9.4,2.0,1,0,0,0,0,0,0,0,0,0,0
