Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,21,PHI,NBA,C,3,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2003-04,26,NYK,NBA,C,4,4,97,15,30,.500,0,0,,15,30,.500,.500,11,16,.688,10,13,23,1,6,3,7,18,41
2004-05,27,SAS,NBA,C,23,23,528,66,125,.528,1,1,1.000,65,124,.524,.532,30,47,.638,75,79,154,8,14,23,24,65,163
2005-06,28,SAS,NBA,C,8,3,94,11,15,.733,1,1,1.000,10,14,.714,.767,13,18,.722,15,16,31,1,3,6,8,17,36
2006-07,29,DET,NBA,C,2,0,6,1,2,.500,0,0,,1,2,.500,.500,3,3,1.000,1,2,3,0,0,0,0,1,5
2009-10,32,CHA,NBA,C,4,0,48,11,19,.579,0,0,,11,19,.579,.579,2,3,.667,5,3,8,2,1,2,1,13,24
2010-11,33,OKC,NBA,C,14,0,148,14,34,.412,0,0,,14,34,.412,.412,4,10,.400,9,23,32,0,4,6,6,27,32
2011-12,34,OKC,NBA,C,8,0,83,8,16,.500,0,0,,8,16,.500,.500,2,4,.500,7,9,16,1,0,3,2,19,18
2012-13,35,CHI,NBA,C,12,0,114,21,41,.512,0,0,,21,41,.512,.512,4,7,.571,14,18,32,4,2,7,3,15,46
2013-14,36,CHI,NBA,C,2,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,2,0,0,0,0,3,0
2014-15,37,CHI,NBA,C,3,0,14,2,7,.286,0,1,.000,2,6,.333,.286,0,0,,3,2,5,0,0,1,0,0,4
2015-16,38,OKC,NBA,C,5,0,10,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,2,3,0,0,1,1,1,2
