Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,21,PHI,NBA,C,3,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04,26,NYK,NBA,C,4,4,97,5.6,11.1,.500,0.0,0.0,,5.6,11.1,.500,4.1,5.9,.688,3.7,4.8,8.5,0.4,2.2,1.1,2.6,6.7,15.2
2004-05,27,SAS,NBA,C,23,23,528,4.5,8.5,.528,0.1,0.1,1.000,4.4,8.5,.524,2.0,3.2,.638,5.1,5.4,10.5,0.5,1.0,1.6,1.6,4.4,11.1
2005-06,28,SAS,NBA,C,8,3,94,4.2,5.7,.733,0.4,0.4,1.000,3.8,5.4,.714,5.0,6.9,.722,5.7,6.1,11.9,0.4,1.1,2.3,3.1,6.5,13.8
2006-07,29,DET,NBA,C,2,0,6,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,18.0,18.0,1.000,6.0,12.0,18.0,0.0,0.0,0.0,0.0,6.0,30.0
2009-10,32,CHA,NBA,C,4,0,48,8.2,14.2,.579,0.0,0.0,,8.2,14.2,.579,1.5,2.3,.667,3.7,2.3,6.0,1.5,0.7,1.5,0.7,9.7,18.0
2010-11,33,OKC,NBA,C,14,0,148,3.4,8.3,.412,0.0,0.0,,3.4,8.3,.412,1.0,2.4,.400,2.2,5.6,7.8,0.0,1.0,1.5,1.5,6.6,7.8
2011-12,34,OKC,NBA,C,8,0,83,3.5,6.9,.500,0.0,0.0,,3.5,6.9,.500,0.9,1.7,.500,3.0,3.9,6.9,0.4,0.0,1.3,0.9,8.2,7.8
2012-13,35,CHI,NBA,C,12,0,114,6.6,12.9,.512,0.0,0.0,,6.6,12.9,.512,1.3,2.2,.571,4.4,5.7,10.1,1.3,0.6,2.2,0.9,4.7,14.5
2013-14,36,CHI,NBA,C,2,0,5,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,0.0,0.0,,7.2,7.2,14.4,0.0,0.0,0.0,0.0,21.6,0.0
2014-15,37,CHI,NBA,C,3,0,14,5.1,18.0,.286,0.0,2.6,.000,5.1,15.4,.333,0.0,0.0,,7.7,5.1,12.9,0.0,0.0,2.6,0.0,0.0,10.3
2015-16,38,OKC,NBA,C,5,0,10,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,0.0,0.0,,3.6,7.2,10.8,0.0,0.0,3.6,3.6,3.6,7.2
