Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,23,GSW,NBA,SG,67,1515,6%,61%,31%,2%,,-2.1,+3.0,19,19,14,77,,3,,185,19,4,23
2009-10,24,GSW,NBA,SG,69,2018,1%,31%,64%,4%,,-1.8,+3.9,29,35,20,89,,3,,248,36,12,33
2010-11,25,NJN,NBA,SG,58,1856,2%,91%,8%,,,-4.6,+4.7,17,23,14,67,,6,,144,34,8,24
2011-12,26,NJN,NBA,SG,62,1636,1%,55%,43%,,,-4.8,+4.1,27,26,17,43,,8,,141,29,7,25
2012-13,27,TOT,NBA,SG,41,383,,47%,53%,,,-6.6,-6.8,5,2,1,0,,0,0,31,0,2,8
2012-13,27,ATL,NBA,SG,24,301,,41%,59%,,,-5.1,-6.1,3,1,0,19,,0,0,22,6,2,7
2012-13,27,DAL,NBA,SG,17,82,,69%,31%,,,-11.5,-11.1,2,1,1,4,,0,1,9,1,0,1
2013-14,28,NOP,NBA,SG,76,1426,8%,71%,20%,1%,,0.0,+4.0,22,19,10,50,1,4,5,131,25,9,11
2014-15,29,OKC,NBA,SG,74,1806,,26%,71%,3%,,+5.3,+6.0,16,11,12,56,0,9,4,141,30,10,14
2015-16,30,OKC,NBA,SG,68,926,,42%,57%,,,+4.8,-3.2,4,10,3,37,0,3,5,57,12,3,8
2016-17,31,OKC,NBA,SG,33,527,,67%,33%,1%,,-6.8,-8.1,1,4,0,16,0,0,0,40,7,2,6
