Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,24,TOT,NBA,SG,10,93,10%,78%,12%,,,-9.8,-8.3,1,3,5,0,,0,,14,0,0,1
2002-03,24,SAS,NBA,SG,7,22,44%,46%,10%,,,+17.9,+11.9,0,2,3,1,,2,,4,1,0,1
2002-03,24,DEN,NBA,SG,3,71,,87%,13%,,,-19.4,-10.1,1,1,2,6,,1,,10,3,0,0
2003-04,25,SAS,NBA,SG,58,627,15%,76%,9%,,,+2.9,-6.2,16,13,9,34,,4,,71,24,7,24
2004-05,26,SAS,NBA,SG,67,1238,,60%,38%,2%,,+2.8,-9.1,26,17,10,45,,6,,209,47,13,30
2005-06,27,UTA,NBA,SG,81,1711,,84%,16%,,,-4.3,-1.9,35,31,33,69,,18,,217,86,11,38
2006-07,28,NOK,NBA,SG,58,1662,15%,78%,7%,,,0.0,+3.0,35,29,27,75,,12,,326,73,14,36
2007-08,29,CLE,NBA,SG,78,1762,1%,69%,29%,,,0.0,+0.3,37,27,35,76,,13,,392,65,13,42
2008-09,30,NOH,NBA,SG,63,869,25%,74%,1%,,,+1.7,-0.3,20,12,22,33,,8,,129,51,11,31
2009-10,31,TOT,NBA,SG,50,1060,,98%,2%,,,-0.7,+1.8,22,15,25,0,,0,,140,0,9,23
2009-10,31,NOH,NBA,SG,39,967,,98%,2%,,,-2.4,+0.8,21,14,22,30,,8,,125,36,8,21
2009-10,31,CHI,NBA,SG,11,93,,94%,6%,,,+16.0,+18.0,1,1,3,5,,1,,15,0,1,2
