Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,20,GSW,NBA,PF,82,82,34.4,5.7,12.5,.458,0.1,0.3,.357,5.6,12.1,.461,.463,3.7,4.8,.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3
1996-97,21,GSW,NBA,PF,80,80,38.6,7.3,16.2,.454,0.2,0.6,.261,7.2,15.6,.461,.459,3.8,4.7,.814,3.3,5.2,8.5,1.6,0.9,1.1,2.4,3.1,18.7
1997-98,22,TOT,NBA,PF,79,55,29.7,5.9,13.5,.434,0.0,0.1,.000,5.9,13.4,.437,.434,2.9,3.7,.775,2.5,3.4,6.0,1.2,0.8,0.6,2.0,3.3,14.6
1997-98,22,GSW,NBA,PF,49,49,33.6,7.0,16.3,.429,0.0,0.1,.000,7.0,16.2,.433,.429,3.3,4.2,.769,2.9,4.0,6.9,1.4,0.9,0.8,2.2,3.4,17.3
1997-98,22,PHI,NBA,PF,30,6,23.3,4.0,9.0,.448,0.0,0.0,.000,4.0,9.0,.450,.448,2.2,2.8,.788,1.9,2.5,4.4,0.9,0.6,0.4,1.7,3.1,10.3
1998-99,23,MIN,NBA,C,43,42,33.0,5.2,12.1,.427,0.0,0.1,.000,5.2,12.1,.430,.427,3.3,4.4,.755,3.6,4.7,8.2,1.6,0.7,1.5,1.5,3.4,13.7
1999-00,24,MIN,NBA,C,78,9,25.3,3.7,8.0,.464,0.0,0.0,1.000,3.7,8.0,.463,.465,2.5,3.3,.756,2.4,3.8,6.2,1.1,0.6,1.1,1.5,3.9,9.9
2000-01,25,DET,NBA,PF,69,59,28.1,4.5,11.1,.403,0.0,0.1,.000,4.5,11.0,.405,.403,3.3,4.2,.805,2.3,4.8,7.1,1.1,0.7,0.7,1.3,3.7,12.3
2001-02,26,MIN,NBA,C,72,63,26.7,4.1,8.1,.511,0.0,0.0,.667,4.1,8.0,.510,.513,2.4,2.9,.830,2.1,4.2,6.3,1.1,0.5,0.8,1.2,3.5,10.7
2002-03,27,MIN,NBA,SF,54,21,20.7,2.8,6.1,.460,0.0,0.0,.000,2.8,6.0,.463,.460,1.9,2.4,.779,2.1,2.9,5.0,0.7,0.3,1.0,0.8,3.2,7.5
2003-04,28,MIL,NBA,PF,76,76,29.7,4.1,9.3,.439,0.0,0.1,.200,4.1,9.3,.441,.440,2.7,3.2,.859,3.0,5.4,8.5,1.0,0.6,1.2,1.1,2.8,10.9
2004-05,29,MIL,NBA,PF,74,73,30.6,4.3,8.4,.514,0.0,0.0,.000,4.3,8.4,.515,.514,2.4,3.1,.768,2.4,4.9,7.3,0.9,0.6,0.5,1.1,3.0,11.0
2005-06,30,MIL,NBA,PF,44,5,20.2,3.3,6.9,.475,0.0,0.0,.000,3.3,6.9,.479,.475,2.0,2.6,.774,1.9,3.3,5.2,0.7,0.5,0.3,0.9,2.7,8.6
2006-07,31,TOT,NBA,PF,65,11,23.1,3.3,7.3,.449,0.0,0.1,.000,3.3,7.3,.453,.449,1.9,2.3,.845,1.8,4.3,6.2,0.8,0.6,0.4,1.2,2.3,8.5
2006-07,31,DEN,NBA,PF,11,0,13.5,2.1,4.4,.479,0.0,0.1,.000,2.1,4.3,.489,.479,0.9,1.1,.833,1.2,2.5,3.6,0.3,0.5,0.6,1.2,2.1,5.1
2006-07,31,PHI,NBA,PF,54,11,25.1,3.5,7.9,.445,0.0,0.1,.000,3.5,7.9,.449,.445,2.1,2.5,.846,2.0,4.7,6.7,0.9,0.6,0.4,1.2,2.3,9.2
2007-08,32,TOT,NBA,PF,77,36,22.4,4.1,8.5,.478,0.0,0.0,.000,4.1,8.4,.480,.478,2.0,2.6,.755,2.1,3.1,5.2,0.9,0.4,0.6,0.9,2.4,10.1
2007-08,32,CHI,NBA,PF,50,35,22.9,4.5,9.7,.466,0.0,0.0,.000,4.5,9.6,.467,.466,2.2,2.7,.807,2.2,3.1,5.3,0.9,0.5,0.6,1.0,2.3,11.2
2007-08,32,CLE,NBA,PF,27,1,21.5,3.2,6.3,.512,0.0,0.1,.000,3.2,6.2,.518,.512,1.7,2.6,.652,2.0,3.0,5.0,0.7,0.3,0.6,0.8,2.7,8.1
2008-09,33,TOT,NBA,C,57,3,19.3,2.7,5.8,.468,0.1,0.1,.429,2.7,5.7,.469,.473,1.0,1.4,.720,1.6,3.1,4.6,0.7,0.3,0.7,0.4,2.1,6.6
2008-09,33,OKC,NBA,C,36,3,19.2,2.8,6.1,.454,0.1,0.1,.500,2.7,5.9,.453,.459,1.1,1.5,.704,1.5,3.1,4.5,0.7,0.3,0.7,0.4,2.0,6.6
2008-09,33,CLE,NBA,C,21,0,19.6,2.7,5.5,.496,0.0,0.1,.333,2.7,5.3,.500,.500,1.0,1.3,.750,1.7,3.0,4.8,0.8,0.3,0.7,0.5,2.4,6.5
2009-10,34,ATL,NBA,PF,64,1,9.3,1.2,3.0,.399,0.0,0.1,.143,1.2,2.9,.409,.402,0.6,0.8,.813,1.0,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3.0
2010-11,35,TOT,NBA,PF,16,3,4.3,0.2,1.0,.188,0.0,0.0,,0.2,1.0,.188,.188,0.1,0.1,1.000,0.2,1.1,1.3,0.3,0.0,0.3,0.3,0.8,0.5
2010-11,35,NJN,NBA,PF,4,3,6.3,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.5,0.8,0.5
2010-11,35,LAL,NBA,PF,12,0,3.7,0.2,1.0,.167,0.0,0.0,,0.2,1.0,.167,.167,0.2,0.2,1.000,0.2,1.3,1.5,0.3,0.0,0.3,0.3,0.8,0.5
