Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,668,15378,.460,10.1,.992,.294,.173,.192,.333,.008,.463,.592,.399,.421,.406,.175,.704,.056,249,1.000,.400,.125,2,0
3 seasons,,MIL,NBA,,194,5406,.474,9.4,.995,.333,.151,.233,.278,.005,.476,.596,.394,.430,.415,.125,.739,.062,91,1.000,.250,.000,0,0
2 seasons,,MIN,NBA,,126,3039,.493,9.3,.994,.337,.188,.153,.317,.006,.493,.631,.386,.475,.420,.400,.650,.084,69,1.000,.000,,0,0
1 season,,DET,NBA,,69,1941,.403,10.5,.993,.244,.226,.175,.348,.007,.405,.497,.341,.351,.410,.000,.630,.027,16,,.400,.000,1,0
1 season,,ATL,NBA,,64,592,.399,11.8,.964,.254,.161,.078,.472,.036,.409,.633,.419,.267,.308,.143,.763,.052,10,1.000,1.000,.143,0,0
1 season,,PHI,NBA,,54,1355,.445,10.0,.991,.291,.177,.212,.310,.009,.449,.616,.408,.330,.398,.000,.728,.051,20,,.250,.000,0,0
1 season,,CHI,NBA,,50,1146,.466,11.8,.998,.193,.172,.238,.395,.002,.467,.516,.530,.435,.435,.000,.689,.027,10,,1.000,.000,0,0
2 seasons,,CLE,NBA,,48,991,.505,9.8,.982,.333,.165,.168,.316,.018,.511,.674,.404,.521,.389,.200,.776,.077,22,1.000,.600,.333,0,0
1 season,,OKC,NBA,,36,691,.454,12.7,.982,.206,.128,.133,.514,.018,.453,.578,.393,.517,.402,.500,.732,.041,8,1.000,.000,,0,0
1 season,,LAL,NBA,,12,44,.167,14.2,1.000,.167,.000,.250,.583,.000,.167,.000,,.667,.000,,1.000,.000,0,,,,0,0
1 season,,DEN,NBA,,11,148,.479,11.4,.979,.354,.146,.021,.458,.021,.489,.647,.571,.000,.364,.000,.739,.104,3,,.000,,1,0
1 season,,NJN,NBA,,4,25,.250,14.5,1.000,.250,.000,.250,.500,.000,.250,.000,,.000,.500,,1.000,.000,0,,,,0,0
