Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,22,MIA,NBA,PG,82,2626,100%,,,,,+0.4,+0.8,90,43,32,98,,18,,879,71,18,33
2009-10,23,MIA,NBA,PG,73,1807,100%,,,,,+0.8,-3.9,58,31,34,69,,18,,544,36,11,23
2010-11,24,MIA,NBA,PG,70,1579,100%,,,,,+8.9,+0.3,46,22,23,62,,8,,400,13,3,15
2011-12,25,MIA,NBA,PG,64,1825,96%,4%,,,,+10.4,+8.7,77,29,36,60,,19,,480,25,9,31
2012-13,26,MIA,NBA,PG,77,2068,98%,2%,,,,+14.0,+10.3,78,23,18,74,,7,2,606,29,9,37
2013-14,27,MIA,NBA,PG,73,2178,80%,20%,,,,+6.9,+3.4,82,48,32,68,7,17,3,791,71,15,44
2014-15,28,MIA,NBA,PG,80,2368,52%,48%,,,,-3.4,-1.8,91,52,30,95,4,17,4,711,86,18,42
2015-16,29,TOT,NBA,PG,61,1373,85%,15%,,,,+0.7,+4.4,61,31,19,0,0,0,0,525,0,17,27
2015-16,29,MIA,NBA,PG,6,120,100%,,,,,+25.5,+24.2,7,1,1,9,0,1,0,48,2,0,4
2015-16,29,MEM,NBA,PG,55,1253,83%,17%,,,,+0.7,+4.4,54,30,18,70,4,6,5,477,89,17,23
