Player,Sim,1,2,3,4
Austin Rivers,,1.9,1.5,0.6,-1.1
Rashad McCants,64.0,1.7,1.6,0.6,-0.3
Kenny Higgs,59.5,2.2,1.5,1.0,
Kirk Snyder,56.3,2.2,1.4,1.1,-0.2
Steve Bracey,55.0,2.1,1.5,0.3,
Corky Devlin,54.0,1.8,1.2,0.8,
Sidney Lowe,53.7,1.7,1.5,0.5,0.3
Kevin O'Shea,52.5,2.1,1.2,0.5,
Tony Snell,52.3,2.4,1.6,0.4,
Richie Regan,52.0,1.6,1.5,0.4,
Sergio Rodriguez,51.9,1.7,1.2,0.9,-0.2
