Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,20,4,394,72,166,.434,17,52,.327,55,114,.482,.485,18,28,.643,10,30,40,32,13,4,19,40,179
2 seasons,,LAC,NBA,,20,4,394,72,166,.434,17,52,.327,55,114,.482,.485,18,28,.643,10,30,40,32,13,4,19,40,179
