Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,POR,NBA,PF,4,4,148,33,56,.589,2,5,.400,31,51,.608,.607,11,20,.550,8,16,24,6,2,2,6,17,79
1997-98,23,POR,NBA,PF,4,4,157,23,47,.489,4,5,.800,19,42,.452,.532,8,16,.500,7,12,19,11,2,2,5,16,58
1998-99,24,POR,NBA,PF,13,13,468,75,146,.514,1,9,.111,74,137,.540,.517,42,58,.724,17,46,63,20,20,11,16,50,193
1999-00,25,POR,NBA,PF,16,16,605,110,225,.489,8,13,.615,102,212,.481,.507,58,75,.773,31,72,103,28,15,20,23,52,286
2000-01,26,POR,NBA,PF,3,3,128,19,51,.373,4,11,.364,15,40,.375,.412,8,14,.571,5,19,24,7,1,3,4,9,50
2001-02,27,POR,NBA,PF,3,3,125,28,69,.406,7,17,.412,21,52,.404,.457,13,16,.813,10,27,37,5,2,2,2,12,76
2002-03,28,POR,NBA,PF,7,7,260,44,97,.454,14,35,.400,30,62,.484,.526,20,28,.714,10,26,36,18,4,5,6,26,122
2003-04,29,DET,NBA,PF,23,23,803,118,286,.413,17,70,.243,101,216,.468,.442,46,60,.767,47,132,179,37,13,45,43,78,299
2004-05,30,DET,NBA,PF,25,25,826,136,310,.439,29,86,.337,107,224,.478,.485,40,54,.741,39,134,173,32,26,44,38,95,341
2005-06,31,DET,NBA,PF,18,18,628,96,223,.430,32,79,.405,64,144,.444,.502,29,55,.527,17,97,114,32,10,15,25,65,253
2006-07,32,DET,NBA,C,16,16,573,86,197,.437,25,72,.347,61,125,.488,.500,32,38,.842,19,104,123,28,19,28,19,64,229
2007-08,33,DET,NBA,C,17,17,585,86,203,.424,24,75,.320,62,128,.484,.483,29,39,.744,19,89,108,28,19,33,29,67,225
2008-09,34,DET,NBA,C,4,4,122,11,30,.367,4,8,.500,7,22,.318,.433,0,0,,2,23,25,3,2,1,3,12,26
2009-10,35,BOS,NBA,C,24,1,410,52,125,.416,19,55,.345,33,70,.471,.492,24,29,.828,5,66,71,9,10,14,9,82,147
