Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,POR,NBA,PF,3,128,,,,97%,3%,-15.5,8.9,0,3,1,5,,1,0,15,5,0,1
2001-02,27,POR,NBA,PF,3,125,,,,72%,28%,-5.9,0.0,0,2,0,6,,0,0,11,7,1,3
2002-03,28,POR,NBA,PF,7,260,,,33%,58%,9%,2.3,3.9,1,2,3,10,,2,0,37,12,3,3
2003-04,29,DET,NBA,PF,23,803,,,,84%,16%,8.8,4.2,16,17,10,40,,8,0,77,25,8,9
2004-05,30,DET,NBA,PF,25,826,,,,72%,28%,6.9,4.3,14,9,15,55,,11,0,70,26,6,9
2005-06,31,DET,NBA,PF,18,628,,,,72%,28%,2.4,-4.4,12,7,6,37,,4,0,70,23,3,3
2006-07,32,DET,NBA,C,16,573,,,,2%,98%,8.6,19.4,9,3,7,40,,4,0,64,19,4,9
2007-08,33,DET,NBA,C,17,585,,,,7%,93%,1.0,-6.2,17,8,4,36,,4,0,61,14,1,6
2008-09,34,DET,NBA,C,4,122,,,,16%,84%,-28.6,-20.7,2,0,1,8,,0,0,6,0,0,1
2009-10,35,BOS,NBA,C,24,410,,,,17%,83%,0.1,-4.5,5,1,3,46,,3,0,20,11,1,2
