Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,POR,NBA,PF,4,4,148,8.0,13.6,.589,0.5,1.2,.400,7.5,12.4,.608,2.7,4.9,.550,1.9,3.9,5.8,1.5,0.5,0.5,1.5,4.1,19.2
1997-98,23,POR,NBA,PF,4,4,157,5.3,10.8,.489,0.9,1.1,.800,4.4,9.6,.452,1.8,3.7,.500,1.6,2.8,4.4,2.5,0.5,0.5,1.1,3.7,13.3
1998-99,24,POR,NBA,PF,13,13,468,5.8,11.2,.514,0.1,0.7,.111,5.7,10.5,.540,3.2,4.5,.724,1.3,3.5,4.8,1.5,1.5,0.8,1.2,3.8,14.8
1999-00,25,POR,NBA,PF,16,16,605,6.5,13.4,.489,0.5,0.8,.615,6.1,12.6,.481,3.5,4.5,.773,1.8,4.3,6.1,1.7,0.9,1.2,1.4,3.1,17.0
2000-01,26,POR,NBA,PF,3,3,128,5.3,14.3,.373,1.1,3.1,.364,4.2,11.3,.375,2.3,3.9,.571,1.4,5.3,6.8,2.0,0.3,0.8,1.1,2.5,14.1
2001-02,27,POR,NBA,PF,3,3,125,8.1,19.9,.406,2.0,4.9,.412,6.0,15.0,.404,3.7,4.6,.813,2.9,7.8,10.7,1.4,0.6,0.6,0.6,3.5,21.9
2002-03,28,POR,NBA,PF,7,7,260,6.1,13.4,.454,1.9,4.8,.400,4.2,8.6,.484,2.8,3.9,.714,1.4,3.6,5.0,2.5,0.6,0.7,0.8,3.6,16.9
2003-04,29,DET,NBA,PF,23,23,803,5.3,12.8,.413,0.8,3.1,.243,4.5,9.7,.468,2.1,2.7,.767,2.1,5.9,8.0,1.7,0.6,2.0,1.9,3.5,13.4
2004-05,30,DET,NBA,PF,25,25,826,5.9,13.5,.439,1.3,3.7,.337,4.7,9.8,.478,1.7,2.4,.741,1.7,5.8,7.5,1.4,1.1,1.9,1.7,4.1,14.9
2005-06,31,DET,NBA,PF,18,18,628,5.5,12.8,.430,1.8,4.5,.405,3.7,8.3,.444,1.7,3.2,.527,1.0,5.6,6.5,1.8,0.6,0.9,1.4,3.7,14.5
2006-07,32,DET,NBA,C,16,16,573,5.4,12.4,.437,1.6,4.5,.347,3.8,7.9,.488,2.0,2.4,.842,1.2,6.5,7.7,1.8,1.2,1.8,1.2,4.0,14.4
2007-08,33,DET,NBA,C,17,17,585,5.3,12.5,.424,1.5,4.6,.320,3.8,7.9,.484,1.8,2.4,.744,1.2,5.5,6.6,1.7,1.2,2.0,1.8,4.1,13.8
2008-09,34,DET,NBA,C,4,4,122,3.2,8.9,.367,1.2,2.4,.500,2.1,6.5,.318,0.0,0.0,,0.6,6.8,7.4,0.9,0.6,0.3,0.9,3.5,7.7
2009-10,35,BOS,NBA,C,24,1,410,4.6,11.0,.416,1.7,4.8,.345,2.9,6.1,.471,2.1,2.5,.828,0.4,5.8,6.2,0.8,0.9,1.2,0.8,7.2,12.9
