Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,TOT,,2,0,25,17,19,.895,0,0,,0,0,,3,7,0,3,0,1,1,34
,,,NBA,,2,0,25,17,19,.895,0,0,,0,0,,3,7,0,3,0,1,1,34
,,,,,0,0,,,,,,,,,,,,,,,,,,
