Season,Team,Lg,Salary
2012-13,New Orleans Hornets,NBA,"$5,144,280"
2013-14,New Orleans Pelicans,NBA,"$5,375,760"
2014-15,New Orleans Pelicans,NBA,"$5,607,240"
2015-16,New Orleans Pelicans,NBA,"$7,070,730"
