Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,25,TOR,NBA,SG,4,0,12,2,3,.667,0,0,,2,3,.667,.667,2,6,.333,0,1,1,0,0,0,3,2,6
2005-06,29,MIL,NBA,PG,2,0,4,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,2,0,0,0,1,0
