Player,Sim,1,2,3,4
Malcolm Thomas,,0.2,0.1,0.0,-0.2
Etdrick Bohannon,34.8,0.1,0.1,0.0,-0.1
Jackie Robinson,-12.6,0.2,0.1,0.0,
Easy Parham,-20.6,0.3,0.1,0.0,
Alando Tucker,-22.2,0.2,0.1,0.0,
Mouhamed Sene,-29.0,0.2,0.2,0.0,
Acie Earl,-29.3,0.3,0.2,0.0,-0.2
Joe Courtney,-36.9,0.4,0.1,0.0,-0.1
Scooter McCray,-38.6,0.3,0.1,0.0,
Jacky Dorsey,-41.2,0.2,0.2,-0.1,
Doug Edwards,-41.6,0.2,0.1,0.0,
