Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1998-99,18,IND,NBA,PF,21,0,160,6.3,19.4,.321,0.0,1.7,.000,6.3,17.7,.353,3.1,5.2,.600,6.9,6.6,13.5,1.7,1.4,0.7,3.8,9.0,15.6,,82,105
1999-00,19,IND,NBA,PF,50,0,854,7.3,15.9,.458,0.5,2.1,.235,6.8,13.9,.491,4.7,6.7,.703,2.8,6.8,9.6,2.3,1.5,0.5,3.9,7.8,19.8,,97,104
2000-01,20,IND,NBA,PF,78,38,1892,6.8,15.4,.444,0.0,0.2,.143,6.8,15.2,.448,2.9,4.5,.656,3.4,7.4,10.8,3.7,1.8,0.5,4.2,6.3,16.6,,91,102
2001-02,21,IND,NBA,PF,44,1,1313,9.1,19.2,.475,0.0,0.1,.333,9.1,19.1,.476,4.6,5.7,.799,3.8,7.2,11.0,2.1,1.6,0.8,3.1,6.6,22.9,,103,104
2002-03,22,IND,NBA,SF,82,37,2467,8.3,19.0,.434,0.3,1.0,.283,8.0,18.1,.442,4.5,5.8,.770,3.4,7.5,10.9,2.7,1.5,0.7,3.5,6.0,21.3,,97,102
2003-04,23,IND,NBA,PF,79,15,2441,9.5,20.4,.463,0.5,1.7,.273,9.0,18.7,.481,4.2,5.7,.734,3.7,7.8,11.4,2.9,1.8,0.5,3.7,5.6,23.6,,100,98
2004-05,24,ATL,NBA,SF,66,66,2550,9.3,20.3,.459,0.3,1.5,.216,9.0,18.8,.479,4.9,7.2,.672,3.0,6.5,9.5,4.3,1.8,0.3,4.2,5.1,23.8,,99,111
2005-06,25,ATL,NBA,PF,76,76,2782,10.5,23.3,.452,1.3,3.6,.346,9.3,19.6,.471,4.6,6.7,.694,2.5,7.5,10.0,4.5,1.6,0.3,3.7,5.7,26.9,,104,111
2006-07,26,TOT,NBA,PF,78,78,2563,9.7,21.1,.457,2.5,5.7,.433,7.2,15.4,.466,3.3,4.7,.694,2.9,6.7,9.7,2.9,1.3,0.5,3.3,5.2,25.1,,104,108
2006-07,26,IND,NBA,PF,36,36,1208,9.6,20.9,.458,2.3,5.1,.458,7.3,15.9,.458,3.1,4.3,.713,3.1,6.7,9.7,2.2,1.1,0.4,3.9,5.0,24.6,,100,107
2006-07,26,GSW,NBA,PF,42,42,1355,9.7,21.3,.456,2.6,6.3,.417,7.1,15.0,.473,3.4,5.0,.681,2.9,6.8,9.6,3.5,1.4,0.5,2.8,5.5,25.5,,107,108
2007-08,27,GSW,NBA,C,81,59,2190,8.9,20.5,.434,3.4,9.0,.375,5.5,11.4,.482,3.3,4.2,.774,2.4,7.4,9.7,2.9,1.6,0.4,2.0,5.9,24.4,,113,110
2008-09,28,TOT,NBA,PF,73,56,2546,10.4,23.6,.439,3.3,9.2,.364,7.0,14.5,.487,4.6,5.7,.793,1.9,6.9,8.9,2.0,1.7,0.4,3.1,4.4,28.6,,105,110
2008-09,28,GSW,NBA,PF,5,5,166,6.8,20.6,.329,3.2,8.2,.393,3.5,12.4,.286,1.5,2.9,.500,2.9,5.3,8.2,2.9,2.1,0.0,2.1,4.1,18.3,,92,114
2008-09,28,NYK,NBA,PF,68,51,2380,10.6,23.8,.446,3.3,9.2,.362,7.3,14.6,.499,4.8,5.9,.804,1.9,7.0,8.9,1.9,1.7,0.5,3.2,4.4,29.3,,106,110
2009-10,29,NYK,NBA,PF,72,15,2195,10.4,24.0,.435,3.3,9.5,.342,7.2,14.5,.496,5.6,7.4,.757,2.0,7.4,9.4,2.6,1.4,0.6,3.1,4.9,29.7,,106,111
2010-11,30,DEN,NBA,PF,73,3,1665,8.5,20.4,.416,3.5,9.9,.357,4.9,10.5,.473,2.6,3.5,.735,2.3,7.7,10.0,3.0,1.2,0.3,3.2,6.1,23.1,,101,108
2011-12,31,DEN,NBA,PF,64,1,1761,10.0,22.4,.446,2.9,8.8,.333,7.1,13.6,.519,3.4,5.1,.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,,103,105
2012-13,32,ORL,NBA,C,10,0,119,8.8,24.9,.351,3.5,13.1,.267,5.3,11.8,.444,1.3,1.8,.750,2.6,9.2,11.8,4.4,1.8,0.4,3.1,7.9,22.3,,90,107
2013-14,33,WAS,NBA,PF,34,0,511,8.3,20.9,.396,3.4,10.1,.340,4.8,10.8,.449,2.7,3.5,.771,1.5,6.6,8.1,2.8,1.4,0.0,3.4,7.3,22.7,,96,106
