Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2008-09,24,CHA,NBA,SF,33,1,266,5.7,15.7,.364,2.0,6.7,.303,3.7,9.0,.409,4.1,5.1,.800,1.4,5.3,6.7,2.7,1.6,0.8,1.8,6.7,17.6,,103,107
2009-10,25,TOT,NBA,SF,18,2,390,6.3,17.1,.368,2.1,6.2,.347,4.2,10.9,.379,3.0,3.8,.800,3.1,5.4,8.6,2.0,1.4,0.1,2.4,6.0,17.7,,97,113
2009-10,25,GSW,NBA,SF,10,2,276,5.5,15.3,.364,1.7,5.4,.323,3.8,9.9,.386,2.8,3.6,.762,2.9,5.2,8.1,1.6,1.4,0.0,2.3,6.2,15.6,,94,114
2009-10,25,WAS,NBA,SF,8,0,114,8.3,22.1,.375,3.2,8.3,.389,5.1,13.8,.367,3.7,4.1,.889,3.7,6.0,9.6,3.2,1.4,0.5,2.8,5.5,23.4,,103,110
2010-11,26,WAS,NBA,SF,52,1,542,6.7,17.2,.390,3.7,9.3,.394,3.0,7.8,.386,2.6,3.8,.700,1.9,5.1,7.0,1.7,1.7,0.6,1.5,4.9,19.7,,109,112
2011-12,27,WAS,NBA,SF,17,2,391,7.8,17.8,.440,3.8,10.0,.387,4.0,7.8,.508,1.5,2.5,.579,1.6,6.1,7.7,1.3,1.5,0.3,1.7,4.6,21.0,,109,108
2012-13,28,WAS,NBA,SF,41,3,694,7.2,18.9,.381,4.4,11.0,.397,2.9,8.0,.358,1.5,2.1,.714,0.8,6.7,7.5,1.5,1.4,0.5,2.4,4.4,20.3,,95,104
2013-14,29,TOT,NBA,SF,59,6,870,6.5,15.4,.420,3.4,8.8,.391,3.0,6.6,.460,2.8,3.8,.738,0.8,5.7,6.4,1.9,1.6,0.4,2.0,4.2,19.2,,104,108
2013-14,29,ATL,NBA,SF,53,6,822,6.5,15.8,.414,3.5,9.0,.384,3.1,6.8,.455,2.8,3.8,.754,0.7,5.7,6.5,1.9,1.6,0.4,2.0,4.2,19.4,,103,108
2013-14,29,CHI,NBA,SF,6,0,48,5.5,8.9,.625,3.3,5.5,.600,2.2,3.3,.667,2.2,4.4,.500,1.1,4.4,5.5,2.2,1.1,0.0,1.1,3.3,16.6,,139,105
2014-15,30,DET,NBA,SF,23,0,198,3.9,13.8,.283,1.6,8.6,.182,2.4,5.2,.450,0.0,0.0,,0.0,5.2,5.2,2.9,0.8,0.3,1.3,5.2,9.4,,76,110
