Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,25,CHI,NBA,SF,81,1892,.401,11.4,.839,.300,.156,.178,.205,.161,.429,.511,.362,.355,.423,.258,.620,.028,14,1.000,.361,.343,0,0
2005-06,26,CHI,NBA,PF,82,2239,.461,12.8,.714,.336,.084,.085,.208,.286,.489,.556,.429,.394,.445,.391,.610,.028,21,1.000,.332,.392,0,0
2006-07,27,CHI,NBA,PF,53,1406,.467,14.7,.642,.236,.110,.096,.200,.358,.515,.522,.531,.482,.513,.383,.689,.005,3,1.000,.220,.500,0,0
2007-08,28,CHI,NBA,SF,82,2021,.432,16.0,.605,.203,.082,.097,.223,.395,.476,.534,.403,.447,.464,.364,.632,.014,11,.984,.199,.377,0,0
2008-09,29,TOT,NBA,PF-SF,76,1991,.427,15.8,.556,.225,.103,.057,.171,.444,.449,.601,.375,.225,.367,.399,.577,.016,9,.984,.248,.416,0,0
2008-09,29,CHI,NBA,PF,53,1278,.414,16.2,.535,.236,.067,.060,.171,.465,.446,.547,.333,.259,.416,.378,.654,.018,6,.987,.230,.375,0,0
2008-09,29,SAC,NBA,SF,23,713,.448,14.9,.595,.206,.167,.052,.171,.405,.453,.712,.405,.154,.279,.441,.456,.012,3,.978,.284,.483,0,0
2009-10,30,SAC,NBA,SF,75,1477,.399,15.4,.576,.211,.143,.055,.167,.424,.408,.508,.345,.375,.347,.386,.529,.005,3,.990,.229,.404,0,0
2010-11,31,PHI,NBA,SF,54,931,.426,15.5,.574,.195,.166,.097,.116,.426,.478,.722,.370,.296,.375,.356,.645,.018,5,1.000,.331,.436,0,0
2011-12,32,PHI,NBA,SF,11,56,.250,14.4,.700,.100,.250,.250,.100,.300,.286,1.000,.200,.200,.000,.167,1.000,.000,0,1.000,.167,.000,0,0
