Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,25,CHI,NBA,SF,81,38,1892,4.6,11.4,.401,0.5,1.8,.258,4.1,9.6,.429,3.2,4.2,.766,1.3,6.0,7.3,2.3,0.7,0.6,2.6,4.0,12.9
2005-06,26,CHI,NBA,PF,82,43,2239,6.2,13.4,.461,1.5,3.8,.391,4.7,9.5,.489,3.3,3.9,.843,1.4,6.6,8.0,1.9,0.6,0.8,1.9,4.1,17.1
2006-07,27,CHI,NBA,PF,53,31,1406,7.0,15.0,.467,2.0,5.4,.383,4.9,9.6,.515,3.1,3.7,.848,1.1,6.6,7.7,1.5,0.7,0.6,2.7,4.2,19.2
2007-08,28,CHI,NBA,SF,82,27,2021,6.8,15.6,.432,2.2,6.2,.364,4.5,9.5,.476,3.5,4.3,.807,0.9,5.2,6.1,1.7,0.4,0.8,2.4,4.4,19.2
2008-09,29,TOT,NBA,PF-SF,76,18,1991,5.4,12.7,.427,2.2,5.6,.399,3.2,7.1,.449,2.6,3.3,.792,1.0,5.6,6.5,1.8,0.7,0.6,2.0,4.7,15.7
2008-09,29,CHI,NBA,PF,53,2,1278,5.2,12.6,.414,2.2,5.9,.378,3.0,6.8,.446,2.8,3.5,.806,1.0,5.3,6.3,1.7,0.7,0.5,2.1,5.0,15.5
2008-09,29,SAC,NBA,SF,23,16,713,5.7,12.7,.448,2.3,5.2,.441,3.4,7.6,.453,2.3,3.0,.763,1.0,6.0,7.0,2.1,0.7,0.9,2.0,4.3,16.0
2009-10,30,SAC,NBA,SF,75,28,1477,5.7,14.3,.399,2.3,6.1,.386,3.4,8.2,.408,1.7,2.4,.717,0.8,4.6,5.4,1.8,0.8,0.6,1.6,3.9,15.5
2010-11,31,PHI,NBA,SF,54,17,931,4.6,10.7,.426,1.6,4.6,.356,2.9,6.1,.478,1.9,2.4,.803,0.7,5.8,6.5,1.7,0.5,0.6,1.8,3.9,12.6
2011-12,32,PHI,NBA,SF,11,1,56,3.2,12.9,.250,0.6,3.9,.167,2.6,9.0,.286,3.9,7.1,.545,0.6,8.4,9.0,0.6,0.6,0.6,3.2,2.6,10.9
