Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,22,DAL,NBA,PG,33,191,100%,,,,,-7.4,-16.3,10,2,2,8,,1,,57,13,4,5
2007-08,23,DAL,NBA,PG,44,460,100%,,,,,+4.8,-0.4,16,12,7,22,,4,,135,16,5,14
2008-09,24,DAL,NBA,SG,79,1600,62%,26%,13%,,,+1.7,-1.3,57,33,15,50,,8,,609,40,6,46
2009-10,25,DAL,NBA,PG,78,1546,90%,10%,,,,-1.4,-7.0,57,33,12,49,,5,,579,34,10,33
2010-11,26,DAL,NBA,PG,81,1669,97%,3%,,,,+5.8,+1.8,70,46,20,42,,9,,713,79,28,61
2011-12,27,MIN,NBA,PG,41,1032,100%,,,,,-4.2,-3.2,64,29,10,14,,7,,530,40,8,27
2012-13,28,MIN,NBA,PG,74,1713,100%,,,,,-1.7,+0.9,74,47,24,35,,14,6,655,39,12,46
2013-14,29,MIN,NBA,PG,79,1471,100%,,,,,-3.4,-9.3,78,27,19,40,2,12,10,674,38,9,43
2014-15,30,DAL,NBA,PG,77,1362,100%,,,,,+4.9,+2.7,45,16,9,35,8,4,4,593,34,6,33
2015-16,31,DAL,NBA,PG,74,1667,100%,,,,,-1.7,-2.6,51,44,18,28,5,6,12,690,31,9,45
2016-17,32,DAL,NBA,PG,18,444,100%,,,,,-1.9,+1.3,8,22,1,5,0,1,1,203,11,1,8
