Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,35,12,644,5.9,15.8,.375,1.7,7.1,.244,4.2,8.7,.482,2.8,4.5,.632,0.9,8.8,9.8,2.7,2.1,1.2,1.8,3.3,16.4,,93,103
2 seasons,,ATL,NBA,,26,12,628,6.0,15.5,.385,1.8,7.2,.247,4.2,8.3,.505,2.9,4.3,.679,0.9,8.7,9.6,2.6,2.1,1.2,1.7,3.1,16.6,,96,103
1 season,,GSW,NBA,,9,0,16,3.2,25.5,.125,0.0,3.2,.000,3.2,22.3,.143,0.0,12.8,.000,3.2,12.8,16.0,6.4,3.2,0.0,6.4,9.6,6.4,,34,99
